,2820 OTHER OFFENSE TELEPHONE THREAT
,2825 OTHER OFFENSE HARASSMENT BY TELEPHONE
,2826 OTHER OFFENSE HARASSMENT BY ELECTRONIC MEANS
,2850 PUBLIC PEACE VIOLATION BOMB THREAT
,2851 PUBLIC PEACE VIOLATION ARSON THREAT
,2890 PUBLIC PEACE VIOLATION OTHER VIOLATION
,2895 PUBLIC PEACE VIOLATION INTERFERE W/ EMERGENCY EQUIP
,3000 PUBLIC PEACE VIOLATION SELL/ADVERTISE FIREWORKS
,3200 PUBLIC PEACE VIOLATION ARMED VIOLENCE
,3300 PUBLIC PEACE VIOLATION PUBLIC DEMONSTRATION
,3400 PUBLIC PEACE VIOLATION LOOTING
,3770 INTERFERE WITH PUBLIC OFFICER CONTRABAND IN PRISON
,3800 INTERFERE WITH PUBLIC OFFICER INTERFERENCE JUDICIAL PROCESS
,3910 INTERFERE WITH PUBLIC OFFICER BRIBERY
,3920 INTERFERE WITH PUBLIC OFFICER OFFICIAL MISCONDUCT
,3960 INTIMIDATION INTIMIDATION
,3966 INTIMIDATION EDUCATIONAL INTIMIDAITON
,3970 INTIMIDATION EXTORTION
,3975 INTIMIDATION COMPELLING ORG MEMBERSHIP
,3980 INTIMIDATION COMPELLING CONFESSION
,4210 KIDNAPPING KIDNAPPING
,4220 KIDNAPPING AGGRAVATED
,4230 KIDNAPPING UNLAWFUL RESTRAINT
,4240 KIDNAPPING FORCIBLE DETENTION
,4255 KIDNAPPING UNLAWFUL INTERFERE/VISITATION
,4310 OTHER OFFENSE POSSESSION OF BURGLARY TOOLS
,4387 OTHER OFFENSE VIOLATE ORDER OF PROTECTION
,4388 OTHER OFFENSE VIO BAIL BOND: DOM VIOLENCE
,4410 OTHER OFFENSE DESTRUCTION OF DRAFT CARD
,4420 OTHER OFFENSE CRIMINAL FORTIFICATION
,4510 OTHER OFFENSE PROBATION VIOLATION
,4625 OTHER OFFENSE PAROLE VIOLATION
,4650 OTHER OFFENSE SEX OFFENDER: FAIL TO REGISTER
,4651 OTHER OFFENSE SEX OFFENDER: FAIL REG NEW ADD
,4652 OTHER OFFENSE SEX OFFENDER: PROHIBITED ZONE
,4740 OTHER OFFENSE UNLAWFUL USE OF BODY ARMOR
,4750 OTHER OFFENSE DISCLOSE DV VICTIM LOCATION
,4800 OTHER OFFENSE MONEY LAUNDERING
,4810 OTHER OFFENSE COMPOUNDING A CRIME
,4860 OTHER OFFENSE BOARD PLANE WITH WEAPON
,5000 OTHER OFFENSE OTHER CRIME AGAINST PERSON
,5001 OTHER OFFENSE OTHER CRIME INVOLVING PROPERTY
,5002 OTHER OFFENSE OTHER VEHICLE OFFENSE
,5003 OTHER OFFENSE OTHER ARSON/EXPLOSIVE INCIDENT
,5007 OTHER OFFENSE OTHER WEAPONS VIOLATION
,5008 OTHER OFFENSE FIREARM REGISTRATION VIOLATION
,500E OTHER OFFENSE EAVESDROPPING
,500N OTHER OFFENSE ABUSE/NEGLECT: CARE FACILITY
,5011 OTHER OFFENSE LICENSE VIOLATION
,501A OTHER OFFENSE ANIMAL ABUSE/NEGLECT
,501H OTHER OFFENSE HAZARDOUS MATERIALS VIOLATION
,502P OTHER OFFENSE FALSE/STOLEN/ALTERED TRP
,502R OTHER OFFENSE VEHICLE TITLE/REG OFFENSE
,502T OTHER OFFENSE TAMPER WITH MOTOR VEHICLE
